smiles,solubility
<rdkit.Chem.rdchem.Mol object at 0x73df0148b420>,1.0880883734583062
<rdkit.Chem.rdchem.Mol object at 0x73df018e4d60>,-0.11925394929238488
<rdkit.Chem.rdchem.Mol object at 0x73df013c41d0>,0.47248695197672846
<rdkit.Chem.rdchem.Mol object at 0x73df013c6fc0>,-2.3001054967116175
<rdkit.Chem.rdchem.Mol object at 0x73df01f57650>,0.8208505470787065
<rdkit.Chem.rdchem.Mol object at 0x73df521d6cf0>,0.7397247783563281
<rdkit.Chem.rdchem.Mol object at 0x73df01f561b0>,-2.037639774374511
<rdkit.Chem.rdchem.Mol object at 0x73df01f737e0>,-0.9448279486436482
<rdkit.Chem.rdchem.Mol object at 0x73df019e1ee0>,-1.5461130579977473
<rdkit.Chem.rdchem.Mol object at 0x73df01314c70>,-0.6537296020515841
<rdkit.Chem.rdchem.Mol object at 0x73df01314a40>,1.9661555172769907
<rdkit.Chem.rdchem.Mol object at 0x73df0250c860>,-0.5201106888617842
<rdkit.Chem.rdchem.Mol object at 0x73df01f573d0>,0.1766165013421717
<rdkit.Chem.rdchem.Mol object at 0x73df01a5b920>,0.1957049175121431
<rdkit.Chem.rdchem.Mol object at 0x73df01a5bba0>,-2.343054433094053
<rdkit.Chem.rdchem.Mol object at 0x73df020a8540>,0.7826737147387638
<rdkit.Chem.rdchem.Mol object at 0x73df0b3ef1f0>,1.2312514947330917
<rdkit.Chem.rdchem.Mol object at 0x73df018e67f0>,0.9783299804809706
<rdkit.Chem.rdchem.Mol object at 0x73df0b3ef1a0>,-0.28150548673714193
<rdkit.Chem.rdchem.Mol object at 0x73df0b3ee390>,0.05254179623735768
<rdkit.Chem.rdchem.Mol object at 0x73df0b3ee8e0>,-2.090132918841932
<rdkit.Chem.rdchem.Mol object at 0x73df01359ad0>,-0.7367642123909596
<rdkit.Chem.rdchem.Mol object at 0x73df0b3ee890>,-0.5057943767343059
<rdkit.Chem.rdchem.Mol object at 0x73df0b3ef010>,0.3340959347444358
<rdkit.Chem.rdchem.Mol object at 0x73df0b3eefc0>,-1.1548005265133334
<rdkit.Chem.rdchem.Mol object at 0x73df0b3ee070>,0.5917895530390497
<rdkit.Chem.rdchem.Mol object at 0x73df51798d60>,0.7922179228237495
<rdkit.Chem.rdchem.Mol object at 0x73df02083290>,0.6628939032721932
<rdkit.Chem.rdchem.Mol object at 0x73df51798e50>,-1.8372114045898114
<rdkit.Chem.rdchem.Mol object at 0x73df01acf970>,-0.05721659673997787
<rdkit.Chem.rdchem.Mol object at 0x73df0146b790>,-0.33399863120456325
<rdkit.Chem.rdchem.Mol object at 0x73df51798bd0>,-0.8135950874750947
<rdkit.Chem.rdchem.Mol object at 0x73df51798c70>,-0.8374556076875588
<rdkit.Chem.rdchem.Mol object at 0x73df51798f90>,0.6729153217614282
<rdkit.Chem.rdchem.Mol object at 0x73df51798cc0>,-1.0354979254510122
<rdkit.Chem.rdchem.Mol object at 0x73df517990d0>,1.0499115411183633
<rdkit.Chem.rdchem.Mol object at 0x73df014ab9c0>,-0.21660487175923912
<rdkit.Chem.rdchem.Mol object at 0x73df51799170>,-0.4184648727566867
<rdkit.Chem.rdchem.Mol object at 0x73df517991c0>,-0.5248827929042774
<rdkit.Chem.rdchem.Mol object at 0x73df51799210>,-0.8398416597088052
<rdkit.Chem.rdchem.Mol object at 0x73df0180e9d0>,-0.8732463880062553
<rdkit.Chem.rdchem.Mol object at 0x73df51799300>,1.3839588240928629
<rdkit.Chem.rdchem.Mol object at 0x73df517993a0>,0.665757165697689
<rdkit.Chem.rdchem.Mol object at 0x73df0192ffb0>,0.24819806197956462
<rdkit.Chem.rdchem.Mol object at 0x73df51799440>,1.1548978300532062
<rdkit.Chem.rdchem.Mol object at 0x73df01f54400>,0.7158642581438638
<rdkit.Chem.rdchem.Mol object at 0x73df51799530>,-0.015699291570290194
<rdkit.Chem.rdchem.Mol object at 0x73df51799580>,-0.036696549357258544
<rdkit.Chem.rdchem.Mol object at 0x73df517995d0>,-0.815981139496341
<rdkit.Chem.rdchem.Mol object at 0x73df018e4c70>,0.5297522004866427
<rdkit.Chem.rdchem.Mol object at 0x73df51799620>,-0.2910496948221276
<rdkit.Chem.rdchem.Mol object at 0x73df517996c0>,0.41999380750930715
<rdkit.Chem.rdchem.Mol object at 0x73df0189e7f0>,-2.389343842306234
<rdkit.Chem.rdchem.Mol object at 0x73df517997b0>,0.25153853480930943
<rdkit.Chem.rdchem.Mol object at 0x73df51799850>,-2.6484690918135954
<rdkit.Chem.rdchem.Mol object at 0x73df517998f0>,1.1596699340956989
<rdkit.Chem.rdchem.Mol object at 0x73df01aeac50>,-0.9543721567286337
<rdkit.Chem.rdchem.Mol object at 0x73df01acf0b0>,-0.5201106888617842
<rdkit.Chem.rdchem.Mol object at 0x73df517999e0>,-1.6797319711875471
<rdkit.Chem.rdchem.Mol object at 0x73df51799a80>,1.3648704079228915
<rdkit.Chem.rdchem.Mol object at 0x73df51799b20>,-2.9109348141507025
<rdkit.Chem.rdchem.Mol object at 0x73df51799bc0>,1.064227853245842
<rdkit.Chem.rdchem.Mol object at 0x73df51799c60>,-0.30059390290711335
<rdkit.Chem.rdchem.Mol object at 0x73df51799d00>,1.0737720613308277
<rdkit.Chem.rdchem.Mol object at 0x73df51799da0>,0.11457914878976468
<rdkit.Chem.rdchem.Mol object at 0x73df51799df0>,-1.374794522872254
<rdkit.Chem.rdchem.Mol object at 0x73df51799e90>,-0.4819338565218414
<rdkit.Chem.rdchem.Mol object at 0x73df51799f30>,1.1372410450959827
<rdkit.Chem.rdchem.Mol object at 0x73df51799fd0>,0.1766165013421717
<rdkit.Chem.rdchem.Mol object at 0x73df51799d50>,-1.0593584456634764
<rdkit.Chem.rdchem.Mol object at 0x73df5179a070>,-0.1574307816323277
<rdkit.Chem.rdchem.Mol object at 0x73df5179a110>,-1.1500284224708406
<rdkit.Chem.rdchem.Mol object at 0x73df0245a160>,0.520207992401657
<rdkit.Chem.rdchem.Mol object at 0x73df5179a200>,0.3250289370636993
<rdkit.Chem.rdchem.Mol object at 0x73df5179a2a0>,0.3818169751693643
<rdkit.Chem.rdchem.Mol object at 0x73df5179a340>,0.5392964085716284
<rdkit.Chem.rdchem.Mol object at 0x73df5179a3e0>,-1.3533200546810362
<rdkit.Chem.rdchem.Mol object at 0x73df01ae9d50>,-1.4124941448079473
<rdkit.Chem.rdchem.Mol object at 0x73df0245a430>,0.6299663853789925
<rdkit.Chem.rdchem.Mol object at 0x73df5179a4d0>,-0.21135555731249714
<rdkit.Chem.rdchem.Mol object at 0x73df010e2200>,0.503505628252932
<rdkit.Chem.rdchem.Mol object at 0x73df5179a5c0>,1.2331603363500887
<rdkit.Chem.rdchem.Mol object at 0x73df5179a660>,1.6082477140900269
<rdkit.Chem.rdchem.Mol object at 0x73df5179a700>,0.1336675649597361
